card_name,face_name,scryfall_id,set,collector_number,image_url
Ponyback Brigade,,192d77ef-e8b5-44e2-842b-2c1f342c1e69,ktk,191,https://cards.scryfall.io/normal/front/1/9/192d77ef-e8b5-44e2-842b-2c1f342c1e69.jpg?1783939055
Gala Greeters,,192e737a-57c9-4142-9613-cb19bbbbf2af,snc,454,https://cards.scryfall.io/normal/front/1/9/192e737a-57c9-4142-9613-cb19bbbbf2af.jpg?1783922971
Archon of Emeria,,192eab08-3fec-46cb-9237-2866e3bd08b8,mb2,4,https://cards.scryfall.io/normal/front/1/9/192eab08-3fec-46cb-9237-2866e3bd08b8.jpg?1783910621
Akroan Skyguard,,193042de-1e02-4ea5-8866-61bbe3291d5b,j25,159,https://cards.scryfall.io/normal/front/1/9/193042de-1e02-4ea5-8866-61bbe3291d5b.jpg?1783908820
"Sea Gate Restoration // Sea Gate, Reborn",Sea Gate Restoration,193071fe-180b-4d35-ba78-9c16675c29fc,znr,76,https://cards.scryfall.io/normal/front/1/9/193071fe-180b-4d35-ba78-9c16675c29fc.jpg?1783929396
"Sea Gate Restoration // Sea Gate, Reborn","Sea Gate, Reborn",193071fe-180b-4d35-ba78-9c16675c29fc,znr,76,https://cards.scryfall.io/normal/back/1/9/193071fe-180b-4d35-ba78-9c16675c29fc.jpg?1783929396
Niko Defies Destiny,,19312f53-5b9d-4e76-91e8-65f444bb68c9,khm,226,https://cards.scryfall.io/normal/front/1/9/19312f53-5b9d-4e76-91e8-65f444bb68c9.jpg?1783928191
"Sai, Master Thopterist",,19316cbb-d1af-4ab7-b588-78637503e986,m19,69,https://cards.scryfall.io/normal/front/1/9/19316cbb-d1af-4ab7-b588-78637503e986.jpg?1783934583
Nightveil Predator,,193289c9-837d-4d18-9ef1-720e8e335e62,grn,191,https://cards.scryfall.io/normal/front/1/9/193289c9-837d-4d18-9ef1-720e8e335e62.jpg?1783934125
Weapon Surge,,19330317-0c5e-44fc-bb87-89b3f6dd3704,2xm,150,https://cards.scryfall.io/normal/front/1/9/19330317-0c5e-44fc-bb87-89b3f6dd3704.jpg?1783930156
Castle Locthwain,,19336e3a-2242-4a30-a563-32f2e4fc18e9,clb,884,https://cards.scryfall.io/normal/front/1/9/19336e3a-2242-4a30-a563-32f2e4fc18e9.jpg?1783922380
Soaring Lightbringer,,1933e212-213f-461f-aeb5-4a86a4dae003,dsc,42,https://cards.scryfall.io/normal/front/1/9/1933e212-213f-461f-aeb5-4a86a4dae003.jpg?1783909652
Remove Soul,,19345cab-4595-4325-b6b4-539c2003679e,6ed,94,https://cards.scryfall.io/normal/front/1/9/19345cab-4595-4325-b6b4-539c2003679e.jpg?1783946193
Whirlpool Whelm,,1934c34a-c163-4fac-a80d-8b17e8d64efa,lrw,96,https://cards.scryfall.io/normal/front/1/9/1934c34a-c163-4fac-a80d-8b17e8d64efa.jpg?1783942895
Aspect of Hydra,,19353629-07be-47e2-a7d5-3a5e5e1120c8,bng,117,https://cards.scryfall.io/normal/front/1/9/19353629-07be-47e2-a7d5-3a5e5e1120c8.jpg?1783939539
Construct,,1935902c-d84f-496a-b9f1-f96d1f5e2b84,tust,19,https://cards.scryfall.io/normal/front/1/9/1935902c-d84f-496a-b9f1-f96d1f5e2b84.jpg?1783935348
The Explorer,,1936aa23-3a5d-4386-bc4d-66841e0cab2c,thp2,5,https://cards.scryfall.io/normal/front/1/9/1936aa23-3a5d-4386-bc4d-66841e0cab2c.jpg?1783939509
"Brokkos, Apex of Forever",,19372993-c8f4-4a17-84de-567121ce021e,piko,179s,https://cards.scryfall.io/normal/front/1/9/19372993-c8f4-4a17-84de-567121ce021e.jpg?1783930919
Blood Artist,,1937d14f-d993-4027-9eaa-26cbbaeb231f,prm,102245,https://cards.scryfall.io/normal/front/1/9/1937d14f-d993-4027-9eaa-26cbbaeb231f.jpg?1783919631
Overwhelm,,19384be7-d746-4927-adb4-ad521e8a8dd5,rvr,152,https://cards.scryfall.io/normal/front/1/9/19384be7-d746-4927-adb4-ad521e8a8dd5.jpg?1783913300
"Megatron, Tyrant // Megatron, Destructive Force","Megatron, Tyrant",19385c88-9af3-4931-8dfc-6e51a5c5f816,bot,26,https://cards.scryfall.io/normal/front/1/9/19385c88-9af3-4931-8dfc-6e51a5c5f816.jpg?1783919891
"Megatron, Tyrant // Megatron, Destructive Force","Megatron, Destructive Force",19385c88-9af3-4931-8dfc-6e51a5c5f816,bot,26,https://cards.scryfall.io/normal/back/1/9/19385c88-9af3-4931-8dfc-6e51a5c5f816.jpg?1783919891
Cinder Cloud,,1938cb88-5ff5-4bf2-8a15-26b8cb39d00c,plst,MIR-165,https://cards.scryfall.io/normal/front/1/9/1938cb88-5ff5-4bf2-8a15-26b8cb39d00c.jpg?1783910107
Forsaken Sanctuary,,1938ea52-29a4-493d-bcf6-032fefa63a53,sir,266,https://cards.scryfall.io/normal/front/1/9/1938ea52-29a4-493d-bcf6-032fefa63a53.jpg?1783917529
Hazoret's Undying Fury,,193a4aad-4c31-42dc-9a6e-c86df8e262a6,phou,96s,https://cards.scryfall.io/normal/front/1/9/193a4aad-4c31-42dc-9a6e-c86df8e262a6.jpg?1783935972
Sol Ring,,193a5688-9e9b-48f4-9904-53134ec73c97,slc,19,https://cards.scryfall.io/normal/front/1/9/193a5688-9e9b-48f4-9904-53134ec73c97.jpg?1783905113
Simoon,,193ae8e0-5c06-499c-95db-c0c2a8d36924,wc02,shh272sb,https://cards.scryfall.io/normal/front/1/9/193ae8e0-5c06-499c-95db-c0c2a8d36924.jpg?1783945002
Anoint,,193af7bd-547b-489b-bf21-6a2873311afc,tpr,3,https://cards.scryfall.io/normal/front/1/9/193af7bd-547b-489b-bf21-6a2873311afc.jpg?1783938512
"Chatzuk, Mighty Guitarist",,193afb87-9695-416a-9b1c-7b362a4a99a1,mb2,590,https://cards.scryfall.io/normal/front/1/9/193afb87-9695-416a-9b1c-7b362a4a99a1.jpg?1783910512
"Liliana, Death's Majesty",,193b9060-3b1b-4f62-86db-b1a9e37d654b,akr,111,https://cards.scryfall.io/normal/front/1/9/193b9060-3b1b-4f62-86db-b1a9e37d654b.jpg?1783929992
"Rith, Liberated Primeval // Rith, Liberated Primeval","Rith, Liberated Primeval",193bb81c-5f08-4ee3-b2e6-3ecd697728e2,admu,52,https://cards.scryfall.io/normal/front/1/9/193bb81c-5f08-4ee3-b2e6-3ecd697728e2.jpg?1783921503
"Rith, Liberated Primeval // Rith, Liberated Primeval","Rith, Liberated Primeval",193bb81c-5f08-4ee3-b2e6-3ecd697728e2,admu,52,https://cards.scryfall.io/normal/back/1/9/193bb81c-5f08-4ee3-b2e6-3ecd697728e2.jpg?1783921503
Professor Onyx,,193c119e-92e2-406d-8ffb-5269dc23b044,prm,90088,https://cards.scryfall.io/normal/front/1/9/193c119e-92e2-406d-8ffb-5269dc23b044.jpg?1783927043
Nettle Sentinel,,193c3ed7-975e-4249-9c2f-74b7cd68f219,plst,A25-182,https://cards.scryfall.io/normal/front/1/9/193c3ed7-975e-4249-9c2f-74b7cd68f219.jpg?1783931734
Boomer Scrapper,,193d0316-9b94-4ccb-9103-509e6a0963a1,pip,95,https://cards.scryfall.io/normal/front/1/9/193d0316-9b94-4ccb-9103-509e6a0963a1.jpg?1783912394
Cosmium Blast,,193d1eac-ede7-4f75-9c74-05133b215f93,lci,7,https://cards.scryfall.io/normal/front/1/9/193d1eac-ede7-4f75-9c74-05133b215f93.jpg?1783913816
City of Brass,,193db964-feea-4b66-bf31-67a92772b792,ptc,et112,https://cards.scryfall.io/normal/front/1/9/193db964-feea-4b66-bf31-67a92772b792.jpg?1783947239
Patrician Geist // Patrician Geist,Patrician Geist,193e7e0a-4915-4f81-9925-70a8810c1ea9,amid,28,https://cards.scryfall.io/normal/front/1/9/193e7e0a-4915-4f81-9925-70a8810c1ea9.jpg?1783925447
Patrician Geist // Patrician Geist,Patrician Geist,193e7e0a-4915-4f81-9925-70a8810c1ea9,amid,28,https://cards.scryfall.io/normal/back/1/9/193e7e0a-4915-4f81-9925-70a8810c1ea9.jpg?1783925447
Springleaf Drum,,193ece2d-f7fa-4e9c-a991-6f8116f63673,slp,22,https://cards.scryfall.io/normal/front/1/9/193ece2d-f7fa-4e9c-a991-6f8116f63673.jpg?1783911518
Ogre Savant,,1940a64a-51da-4509-b33e-86415aeeafad,ddj,9,https://cards.scryfall.io/normal/front/1/9/1940a64a-51da-4509-b33e-86415aeeafad.jpg?1783940429
Serra Angel,,1941cf19-b1f6-4148-a1de-6d03531f2f1c,2ed,40,https://cards.scryfall.io/normal/front/1/9/1941cf19-b1f6-4148-a1de-6d03531f2f1c.jpg?1783948583
"Phelia, Exuberant Shepherd // Phelia, Exuberant Shepherd","Phelia, Exuberant Shepherd",194205cf-1b48-4df2-81fa-0e3fe6fa2cc9,amh3,46,https://cards.scryfall.io/normal/front/1/9/194205cf-1b48-4df2-81fa-0e3fe6fa2cc9.jpg?1783911446
"Phelia, Exuberant Shepherd // Phelia, Exuberant Shepherd","Phelia, Exuberant Shepherd",194205cf-1b48-4df2-81fa-0e3fe6fa2cc9,amh3,46,https://cards.scryfall.io/normal/back/1/9/194205cf-1b48-4df2-81fa-0e3fe6fa2cc9.jpg?1783911446
Daring Waverider,,19422406-0c1a-497e-bed1-708bc556491a,blb,44,https://cards.scryfall.io/normal/front/1/9/19422406-0c1a-497e-bed1-708bc556491a.jpg?1783910852
Disa the Restless,,19439420-9e0a-4fd1-bae9-f1c698edee1c,m3c,20,https://cards.scryfall.io/normal/front/1/9/19439420-9e0a-4fd1-bae9-f1c698edee1c.jpg?1783911433
"Indoraptor, the Perfect Hybrid",,194406d0-7065-4c28-9771-52c179ce4d94,rex,40,https://cards.scryfall.io/normal/front/1/9/194406d0-7065-4c28-9771-52c179ce4d94.jpg?1783913627
Solitude,,1944a9b6-d9a3-458d-b967-c43092e7b976,prm,91203,https://cards.scryfall.io/normal/front/1/9/1944a9b6-d9a3-458d-b967-c43092e7b976.jpg?1783925150
Lightbringer,,19451993-7a53-4a50-bfca-ddc9cdfbe168,nem,11,https://cards.scryfall.io/normal/front/1/9/19451993-7a53-4a50-bfca-ddc9cdfbe168.jpg?1783945842
Wild Nacatl,,19454552-b64d-40b7-96fc-bcea1c9c5507,ha7,13,https://cards.scryfall.io/normal/front/1/9/19454552-b64d-40b7-96fc-bcea1c9c5507.jpg?1783915770
Liliana's Steward,,1945fc78-8aa4-46fb-9571-eaa1c4729e3d,m21,111,https://cards.scryfall.io/normal/front/1/9/1945fc78-8aa4-46fb-9571-eaa1c4729e3d.jpg?1783930705
Champions of Tyr,,19461956-6287-4ee5-9a90-96d2805fe636,hbg,21,https://cards.scryfall.io/normal/front/1/9/19461956-6287-4ee5-9a90-96d2805fe636.jpg?1783922128
Wall of Stone,,1946e983-221c-4da4-a11e-8451ee72a2c3,fbb,184,https://cards.scryfall.io/normal/front/1/9/1946e983-221c-4da4-a11e-8451ee72a2c3.jpg?1783948161
Wilderness Hypnotist,,1947000d-bc0f-4f8b-a9a6-09bf29f846ea,eve,32,https://cards.scryfall.io/normal/front/1/9/1947000d-bc0f-4f8b-a9a6-09bf29f846ea.jpg?1783942688
"Halana, Kessig Ranger",,19475dd6-f9c6-445f-821d-dfa5c5e4fd7b,prm,86258,https://cards.scryfall.io/normal/front/1/9/19475dd6-f9c6-445f-821d-dfa5c5e4fd7b.jpg?1783928460
Breeding Pool,,19477aca-b8db-4061-9a78-ebb189a9df22,sld,132,https://cards.scryfall.io/normal/front/1/9/19477aca-b8db-4061-9a78-ebb189a9df22.jpg?1783927082
Setessan Training,,1947f64a-5ca0-4dda-8bbd-8472e72ecf18,m21,205,https://cards.scryfall.io/normal/front/1/9/1947f64a-5ca0-4dda-8bbd-8472e72ecf18.jpg?1783930667
Reave Soul,,194856fd-5d1b-472b-ab9d-c3950d0cb162,plst,ORI-115,https://cards.scryfall.io/normal/front/1/9/194856fd-5d1b-472b-ab9d-c3950d0cb162.jpg?1783909250
Hallowed Haunting,,1948c865-fd0a-423c-9911-44a95a03c71f,spg,64,https://cards.scryfall.io/normal/front/1/9/1948c865-fd0a-423c-9911-44a95a03c71f.jpg?1783909282
Loyal Subordinate,,1949469a-faa5-4bff-8b0f-0a1bc7ca87da,cmm,172,https://cards.scryfall.io/normal/front/1/9/1949469a-faa5-4bff-8b0f-0a1bc7ca87da.jpg?1783915671
Mana Vault,,19499cb7-eccb-4e69-af32-6002d447a160,lea,259,https://cards.scryfall.io/normal/front/1/9/19499cb7-eccb-4e69-af32-6002d447a160.jpg?1783948664
Aysen Bureaucrats,,194a17ad-8393-44d4-a5d1-a61f9a875573,me2,6,https://cards.scryfall.io/normal/front/1/9/194a17ad-8393-44d4-a5d1-a61f9a875573.jpg?1783942644
Saruman of Many Colors,,194a7e49-aa80-461f-88b3-07027cb59f26,ltr,674,https://cards.scryfall.io/normal/front/1/9/194a7e49-aa80-461f-88b3-07027cb59f26.jpg?1783914041
Sunder the Gateway,,194ad785-21bb-4ce6-8776-31c67259fb99,mom,39,https://cards.scryfall.io/normal/front/1/9/194ad785-21bb-4ce6-8776-31c67259fb99.jpg?1783917049
Sorcerous Spyglass,,194b7899-6b44-4ecc-8ddc-ec24304eb14c,lci,261,https://cards.scryfall.io/normal/front/1/9/194b7899-6b44-4ecc-8ddc-ec24304eb14c.jpg?1783913722
Garenbrig Carver // Shield's Might,,194b7a1c-291a-470e-9a40-61b72a46793b,eld,156,https://cards.scryfall.io/normal/front/1/9/194b7a1c-291a-470e-9a40-61b72a46793b.jpg?1783932612
Rad Rascal,,194c217b-5ade-4e93-9e05-48359fe4619f,unf,407,https://cards.scryfall.io/normal/front/1/9/194c217b-5ade-4e93-9e05-48359fe4619f.jpg?1783920394
Jungle Shrine,,194c6ee7-c220-41a5-bf44-5e1d8d92879b,otc,303,https://cards.scryfall.io/normal/front/1/9/194c6ee7-c220-41a5-bf44-5e1d8d92879b.jpg?1783911874
"Tawnos, the Toymaker",,194cd11b-5147-4d26-858f-812997818253,prm,105792,https://cards.scryfall.io/normal/front/1/9/194cd11b-5147-4d26-858f-812997818253.jpg?1783917417
Tanazir Quandrix,,194d29be-a145-41f2-a55a-a071816b5551,soc,332,https://cards.scryfall.io/normal/front/1/9/194d29be-a145-41f2-a55a-a071816b5551.jpg?1783903745
Phyrexian Negator,,194d4a09-4ab2-40ac-bbbe-d1165798658e,wc99,js65,https://cards.scryfall.io/normal/front/1/9/194d4a09-4ab2-40ac-bbbe-d1165798658e.jpg?1783946007
Air Elemental,,194d52c7-cdaf-49bc-ae32-350a526af239,m19,308,https://cards.scryfall.io/normal/front/1/9/194d52c7-cdaf-49bc-ae32-350a526af239.jpg?1783934477
Marauding Mako,,194ebb23-fecd-4aa5-96b7-447c9768794e,dft,419,https://cards.scryfall.io/normal/front/1/9/194ebb23-fecd-4aa5-96b7-447c9768794e.jpg?1783907793
Giant Growth,,194fe0df-501c-4dc8-af3a-b79738a6b58c,wc97,sg299,https://cards.scryfall.io/normal/front/1/9/194fe0df-501c-4dc8-af3a-b79738a6b58c.jpg?1783946683
Vampiric Feast,,19500ffb-bfad-46d6-8a6e-d134405959c0,por,114,https://cards.scryfall.io/normal/front/1/9/19500ffb-bfad-46d6-8a6e-d134405959c0.jpg?1783946822
Ice-Fang Coatl,,1950aed0-f34b-4dc6-a01e-31313fa442bc,sld,1225,https://cards.scryfall.io/normal/front/1/9/1950aed0-f34b-4dc6-a01e-31313fa442bc.jpg?1783917372
Overlord of the Mistmoors,,1951ed76-16a1-4639-b824-08dfc3d6d098,dsk,387,https://cards.scryfall.io/normal/front/1/9/1951ed76-16a1-4639-b824-08dfc3d6d098.jpg?1783909388
Torrent of Lava,,19528a24-4968-4742-a2d1-06f94e60f290,mir,199,https://cards.scryfall.io/normal/front/1/9/19528a24-4968-4742-a2d1-06f94e60f290.jpg?1783947070
Surveillance Monitor,,19529568-c759-4ae0-b2e4-ab5a11d421a4,mkm,73†,https://cards.scryfall.io/normal/front/1/9/19529568-c759-4ae0-b2e4-ab5a11d421a4.jpg?1783912903
Roaring Primadox,,19529b2f-03f0-469d-92d4-e2a2a933d5dc,m13,188,https://cards.scryfall.io/normal/front/1/9/19529b2f-03f0-469d-92d4-e2a2a933d5dc.jpg?1783940466
Castle Locthwain,,195383c1-4723-40b0-ba53-298dfd8e30d0,eld,241,https://cards.scryfall.io/normal/front/1/9/195383c1-4723-40b0-ba53-298dfd8e30d0.jpg?1783932578
Plains,,1953b11b-7a30-4c59-8385-679365f47e16,psal,J48,https://cards.scryfall.io/normal/front/1/9/1953b11b-7a30-4c59-8385-679365f47e16.jpg?1783943739
Quiet Disrepair,,1953c142-040d-4a17-b441-db749f4f9235,plst,PCA-75,https://cards.scryfall.io/normal/front/1/9/1953c142-040d-4a17-b441-db749f4f9235.jpg?1783932245
Undercity Sewers,,19545db3-8be5-41e5-8d13-dec4f96fe624,pza,20,https://cards.scryfall.io/normal/front/1/9/19545db3-8be5-41e5-8d13-dec4f96fe624.jpg?1783904177
Traveler's Amulet,,195464f1-f01c-4211-950d-963c5bad786f,hou,167,https://cards.scryfall.io/normal/front/1/9/195464f1-f01c-4211-950d-963c5bad786f.jpg?1783936000
Viashino Sandstalker,,1954d2eb-c1d0-4b99-a89c-357beb710055,9ed,225,https://cards.scryfall.io/normal/front/1/9/1954d2eb-c1d0-4b99-a89c-357beb710055.jpg?1783943943
Goblin King,,1954e618-b4ac-48d8-9218-b29878bae710,2ed,155,https://cards.scryfall.io/normal/front/1/9/1954e618-b4ac-48d8-9218-b29878bae710.jpg?1783948557
Servant of the Scale,,1954f994-cddd-498c-97fc-65f28b2280d9,j21,635,https://cards.scryfall.io/normal/front/1/9/1954f994-cddd-498c-97fc-65f28b2280d9.jpg?1783925729
Ethereal Armor,,19557197-521d-4900-a260-1a21e49113f5,woc,67,https://cards.scryfall.io/normal/front/1/9/19557197-521d-4900-a260-1a21e49113f5.jpg?1783914970
Stoneforge Mystic,,19557351-b65f-4b04-b971-66abdc07000a,wwk,20,https://cards.scryfall.io/normal/front/1/9/19557351-b65f-4b04-b971-66abdc07000a.jpg?1783942065
Fireball,,195573be-2188-4526-8daf-13e871f24a21,prm,36321,https://cards.scryfall.io/normal/front/1/9/195573be-2188-4526-8daf-13e871f24a21.jpg?1783936109
Inquisitor Greyfax,,1956cebe-bb71-45cc-b4ff-72ee3bb95c81,40k,173,https://cards.scryfall.io/normal/front/1/9/1956cebe-bb71-45cc-b4ff-72ee3bb95c81.jpg?1783920807
Urabrask // The Great Work,Urabrask,1956d6c4-4dca-4110-8de3-a31a1e4ec98f,pmom,169s,https://cards.scryfall.io/normal/front/1/9/1956d6c4-4dca-4110-8de3-a31a1e4ec98f.jpg?1783916711
Urabrask // The Great Work,The Great Work,1956d6c4-4dca-4110-8de3-a31a1e4ec98f,pmom,169s,https://cards.scryfall.io/normal/back/1/9/1956d6c4-4dca-4110-8de3-a31a1e4ec98f.jpg?1783916711
"Teferi, Mage of Zhalfir",,19573a69-5022-4d63-9252-c8789602d051,ima,75,https://cards.scryfall.io/normal/front/1/9/19573a69-5022-4d63-9252-c8789602d051.jpg?1783935542
Benthic Behemoth,,19577bda-2728-40c8-a262-26051e6c226b,7ed,63,https://cards.scryfall.io/normal/front/1/9/19577bda-2728-40c8-a262-26051e6c226b.jpg?1783945553
Scroll of Isildur,,195821f4-ba3d-4412-930f-f3656b319dfd,ltr,69,https://cards.scryfall.io/normal/front/1/9/195821f4-ba3d-4412-930f-f3656b319dfd.jpg?1783916311
Acquired Mutation,,19586946-a6a6-4154-a544-15a052483f96,pip,53,https://cards.scryfall.io/normal/front/1/9/19586946-a6a6-4154-a544-15a052483f96.jpg?1783912408
Divide by Zero,,1958d96e-ec44-48ab-80b1-5b01a24ac7b8,stx,41,https://cards.scryfall.io/normal/front/1/9/1958d96e-ec44-48ab-80b1-5b01a24ac7b8.jpg?1783927380
Snap,,1959f078-4b7b-4df2-a256-d43b2d97e853,dds,10,https://cards.scryfall.io/normal/front/1/9/1959f078-4b7b-4df2-a256-d43b2d97e853.jpg?1783936578
Owl Familiar,,195a94de-8a30-408f-897b-b27845f102ad,j25,342,https://cards.scryfall.io/normal/front/1/9/195a94de-8a30-408f-897b-b27845f102ad.jpg?1783908760
Myr,,195b7790-7d01-48f4-a3d9-84ea94fc79ef,tonc,19,https://cards.scryfall.io/normal/front/1/9/195b7790-7d01-48f4-a3d9-84ea94fc79ef.jpg?1783918171
Forerunner of Slaughter,,195b867e-41ca-48af-bbd2-5e2c97411752,ddp,64,https://cards.scryfall.io/normal/front/1/9/195b867e-41ca-48af-bbd2-5e2c97411752.jpg?1783938236
Rakdos Signet,,195e04d5-7682-438e-81fd-3dd5981b886e,cma,226,https://cards.scryfall.io/normal/front/1/9/195e04d5-7682-438e-81fd-3dd5981b886e.jpg?1783936211
Tower Defense,,195e94a4-a698-4c66-9428-5cc8a40d42c6,rna,147,https://cards.scryfall.io/normal/front/1/9/195e94a4-a698-4c66-9428-5cc8a40d42c6.jpg?1783933663
Loxodon Lifechanter,,19610e6d-61bf-4c79-bfb2-e855eb944d11,m20,27,https://cards.scryfall.io/normal/front/1/9/19610e6d-61bf-4c79-bfb2-e855eb944d11.jpg?1783933025
Reckless One,,19617614-2ef4-4a13-9b4a-af842594d336,dd1,48,https://cards.scryfall.io/normal/front/1/9/19617614-2ef4-4a13-9b4a-af842594d336.jpg?1783942823
Sinew Dancer // Sinew Dancer,Sinew Dancer,1962d8ba-3844-418a-b25a-55950499e846,aone,66,https://cards.scryfall.io/normal/front/1/9/1962d8ba-3844-418a-b25a-55950499e846.jpg?1783918207
Sinew Dancer // Sinew Dancer,Sinew Dancer,1962d8ba-3844-418a-b25a-55950499e846,aone,66,https://cards.scryfall.io/normal/back/1/9/1962d8ba-3844-418a-b25a-55950499e846.jpg?1783918207
Touch of Brilliance,,196474ce-e28e-48f0-b407-dc5535adf1b6,por,76,https://cards.scryfall.io/normal/front/1/9/196474ce-e28e-48f0-b407-dc5535adf1b6.jpg?1783946833
"Kemba, Kha Regent",,1964ca48-3260-4e2d-9014-984c1efc9a43,som,12,https://cards.scryfall.io/normal/front/1/9/1964ca48-3260-4e2d-9014-984c1efc9a43.jpg?1783941744
Unlicensed Hearse,,19650c4e-d251-4659-ae35-3200cc4acb5d,sld,1772,https://cards.scryfall.io/normal/front/1/9/19650c4e-d251-4659-ae35-3200cc4acb5d.jpg?1783909211
Falkenrath Gorger,,196610cb-171c-478c-950c-e0186fc3f184,sir,153,https://cards.scryfall.io/normal/front/1/9/196610cb-171c-478c-950c-e0186fc3f184.jpg?1783917606
Flesh to Dust,,19664c7e-b7d9-47c3-90ad-3732a8c4876b,plst,ORI-280,https://cards.scryfall.io/normal/front/1/9/19664c7e-b7d9-47c3-90ad-3732a8c4876b.jpg?1783931908
Metathran Elite,,19668eb2-86c7-40c3-ab7f-f49472127762,plst,UDS-38,https://cards.scryfall.io/normal/front/1/9/19668eb2-86c7-40c3-ab7f-f49472127762.jpg?1783921165
Zombie,,1966d7e6-cd4a-47ff-bc3e-f8e0db8a3439,tm13,5,https://cards.scryfall.io/normal/front/1/9/1966d7e6-cd4a-47ff-bc3e-f8e0db8a3439.jpg?1783940443
Puca's Covenant,,1966dbd2-963a-4d37-ab26-c0a0715f523f,ecc,18,https://cards.scryfall.io/normal/front/1/9/1966dbd2-963a-4d37-ab26-c0a0715f523f.jpg?1783904602
Voldaren Estate,,1966fb02-c5e8-4f24-a1e9-03d974f38390,prm,95463,https://cards.scryfall.io/normal/front/1/9/1966fb02-c5e8-4f24-a1e9-03d974f38390.jpg?1783912042
Exterminatus,,196703b0-78bf-4f85-ae81-7335fe486982,40k,120,https://cards.scryfall.io/normal/front/1/9/196703b0-78bf-4f85-ae81-7335fe486982.jpg?1783920851
Saddleback Lagac,,19673455-8655-4135-a7b3-5995fee8b281,ddr,18,https://cards.scryfall.io/normal/front/1/9/19673455-8655-4135-a7b3-5995fee8b281.jpg?1783937270
Swamp,,1967d4a8-6cc4-4a4d-9d24-93257de35e6d,znr,382,https://cards.scryfall.io/normal/front/1/9/1967d4a8-6cc4-4a4d-9d24-93257de35e6d.jpg?1783929253
Acererak the Archlich,,1968705f-6a7b-4fcc-b968-b61aafcbd604,pafr,87s,https://cards.scryfall.io/normal/front/1/9/1968705f-6a7b-4fcc-b968-b61aafcbd604.jpg?1783926067
Doubling Season,,1968ec7a-baa6-45b7-a3ae-d2070e9e7c51,prm,82868,https://cards.scryfall.io/normal/front/1/9/1968ec7a-baa6-45b7-a3ae-d2070e9e7c51.jpg?1783929751
Swiftfoot Boots,,1969b151-3192-4d35-80ca-c4e180601ec8,tdc,328,https://cards.scryfall.io/normal/front/1/9/1969b151-3192-4d35-80ca-c4e180601ec8.jpg?1783907007
Mind Stone,,1969ddc0-ee6c-4c3d-a9dd-7f1c491609be,clb,325,https://cards.scryfall.io/normal/front/1/9/1969ddc0-ee6c-4c3d-a9dd-7f1c491609be.jpg?1783922670
"Orah, Skyclave Hierophant",,1969f815-cffb-48ca-bd01-2b9420685644,pznr,233p,https://cards.scryfall.io/normal/front/1/9/1969f815-cffb-48ca-bd01-2b9420685644.jpg?1783929187
Island,,196a004a-ec08-4e1b-8eeb-2ad766fccd25,shm,288,https://cards.scryfall.io/normal/front/1/9/196a004a-ec08-4e1b-8eeb-2ad766fccd25.jpg?1783942703
Sword-Point Diplomacy,,196ac156-13eb-495f-996d-e43ca83d8869,pxln,126p,https://cards.scryfall.io/normal/front/1/9/196ac156-13eb-495f-996d-e43ca83d8869.jpg?1783935654
Astral Drift,,196b66a0-df39-45f3-84f6-1bc55f4fda1d,prm,72892,https://cards.scryfall.io/normal/front/1/9/196b66a0-df39-45f3-84f6-1bc55f4fda1d.jpg?1783933057
Black Vise,,196b83a1-2a25-498d-83b8-8faacd79909d,4ed,299,https://cards.scryfall.io/normal/front/1/9/196b83a1-2a25-498d-83b8-8faacd79909d.jpg?1783947806
Rubblebelt Boar,,196bf114-e135-43f3-83d5-cb08ca766881,grn,114,https://cards.scryfall.io/normal/front/1/9/196bf114-e135-43f3-83d5-cb08ca766881.jpg?1783934159
Anzrag's Rampage,,196cf988-3a69-49f7-8497-3a5b46ce956f,pmkm,111s,https://cards.scryfall.io/normal/front/1/9/196cf988-3a69-49f7-8497-3a5b46ce956f.jpg?1783912690
Sword of Sinew and Steel,,196d095c-e7c4-4811-ab14-5d47c5421fdb,prm,91363,https://cards.scryfall.io/normal/front/1/9/196d095c-e7c4-4811-ab14-5d47c5421fdb.jpg?1783925139
Fiery Emancipation,,196d649b-14f6-492b-98d0-6399bfd6860e,pm21,143s,https://cards.scryfall.io/normal/front/1/9/196d649b-14f6-492b-98d0-6399bfd6860e.jpg?1783930550
"Dwalin, Weaponmaster",,196d9287-a37d-4b27-a83b-a5489a54f081,hob,154,https://cards.scryfall.io/normal/front/1/9/196d9287-a37d-4b27-a83b-a5489a54f081.jpg?1785496508
Bloodthirsty Adversary,,196e21ed-6523-40a5-9d53-5864c7dca2cf,mid,351,https://cards.scryfall.io/normal/front/1/9/196e21ed-6523-40a5-9d53-5864c7dca2cf.jpg?1783925495
Deserted Temple,,196f121f-bd78-4455-855a-a2dd47314c1e,ltc,393z,https://cards.scryfall.io/normal/front/1/9/196f121f-bd78-4455-855a-a2dd47314c1e.jpg?1783915813
Inferno Titan,,196fdd6a-8a8e-4b96-8a29-f7564caf86e8,ha7,10,https://cards.scryfall.io/normal/front/1/9/196fdd6a-8a8e-4b96-8a29-f7564caf86e8.jpg?1783915772
Temple Garden,,19706d19-414e-4221-8e46-b389e3bb3c2d,pgrn,258p,https://cards.scryfall.io/normal/front/1/9/19706d19-414e-4221-8e46-b389e3bb3c2d.jpg?1783934062
